year,timestamp,Butterfinger,100 Grand Bar,Anonymous brown globs that come in black and orange wrappers,Any full-sized candy bar,Black Jacks,Bottle Caps,Box'o'Raisins,Cadbury Creme Eggs,Candy Corn,"Vials of pure high fructose corn syrup, for main-lining into your vein",Candy that is clearly just the stuff given out for free at restaurants,"Cash, or other forms of legal tender",Chiclets,Caramellos,Snickers,Hershey's Dark Chocolate,Dental paraphenalia,Dots,Fuzzy Peaches,Generic Brand Acetaminophen,Glow sticks,Broken glow stick,Goo Goo Clusters,Good N' Plenty,Gum from baseball cards,Gummy Bears straight up,Creepy Religious comics/Chick Tracts,Healthy Fruit,Heath Bar,Hershey's Kisses,Hershey’s Milk Chocolate,Hugs (actual physical hugs),Jolly Rancher (bad flavor),Jolly Ranchers (good flavor),Kale smoothie,Kinder Happy Hippo,Kit Kat,Hard Candy,LemonHeads,Licorice (not black),Lindt Truffle,Lollipops,Mars,Mary Janes,Maynards,Milk Duds,LaffyTaffy,Minibags of chips,Reggie Jackson Bar,Pixy Stix,Nerds,Nestle Crunch,Now'n'Laters,Pencils,Milky Way,Reese’s Peanut Butter Cups,Tolberone something or other,Junior Mints,Senior Mints,Mint Kisses,Mint Juleps,Peanut M&M’s,Regular M&Ms,Rolos,Skittles,Smarties (American),Smarties (Commonwealth),Chick-o-Sticks (we don’t know what that is),Spotted Dick,Starburst,Swedish Fish,Those odd marshmallow circus peanut things,Three Musketeers,Trail Mix,Twix,Vicodin,White Bread,Whole Wheat anything,York Peppermint Patties,Necco Wafers
2015,2015-10-23 11:26:11.066000,0,0,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,3,1,2,1,0,0,0,2,1,0,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,0,2,2,2,2,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:26:11.172000,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,3,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1
2015,2015-10-23 11:27:36.977000,0,0,2,1,2,0,2,1,1,0,2,1,2,0,1,0,2,2,2,2,0,2,2,2,2,0,2,2,0,2,0,2,2,0,2,0,1,0,0,2,0,0,0,2,2,2,2,2,0,0,1,0,0,2,1,1,0,1,0,2,2,1,1,2,0,0,0,0,2,0,1,2,1,2,0,0,2,2,1,0
2015,2015-10-23 11:29:00.388000,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,3,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2
2015,2015-10-23 11:29:37.175000,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2
2015,2015-10-23 11:29:50.374000,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,3,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1
2015,2015-10-23 11:30:52.437000,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2
2015,2015-10-23 11:30:59.457000,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2
2015,2015-10-23 11:31:00.905000,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2
2015,2015-10-23 11:31:13.064000,1,1,2,1,2,2,2,2,2,2,2,2,2,0,1,2,2,0,0,2,2,2,0,0,2,0,2,0,1,1,0,2,2,2,2,2,1,2,2,1,1,0,1,0,2,1,0,2,2,2,2,0,0,2,1,1,1,1,0,0,2,1,0,1,0,2,1,0,0,0,1,0,1,0,1,0,2,2,1,0
2015,2015-10-23 11:31:39.383000,0,0,2,1,0,0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0
2015,2015-10-23 11:32:32.460000,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,0,1,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:32:58.679000,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2
2015,2015-10-23 11:33:21.857000,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2
2015,2015-10-23 11:34:07.051000,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2
2015,2015-10-23 11:34:16.226000,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1
2015,2015-10-23 11:34:16.744000,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
2015,2015-10-23 11:34:42.669000,2,1,2,1,0,0,0,0,1,0,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,0,0,2,1,2
2015,2015-10-23 11:35:26.904000,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1
2015,2015-10-23 11:36:03.436000,1,0,2,2,0,1,2,2,2,2,2,1,1,0,1,0,2,0,2,2,2,2,0,0,2,2,2,2,0,1,1,1,2,2,2,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,2,2,1,1,2,2,1,0,2,2,2,0,0,2,1,2,2,2,1,2
2015,2015-10-23 11:36:11.086000,1,1,2,1,0,2,2,0,0,2,2,1,1,1,1,1,2,2,0,2,1,2,1,1,2,1,2,0,1,1,1,2,2,2,2,2,2,0,2,3,2,0,1,0,0,1,1,1,1,2,2,1,1,2,1,1,1,1,0,2,1,1,1,1,1,2,0,0,0,1,1,2,1,0,2,1,2,2,1,2
2015,2015-10-23 11:36:15.599000,0,0,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,0,1,1,0,2,0,0,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,1,1,2,2,0,0,0,0,0,2,1,0,1,0,0,0,1,2
2015,2015-10-23 11:36:29.035000,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,3,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2
2015,2015-10-23 11:37:15.707000,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,3,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1
2015,2015-10-23 11:37:22.464000,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2
2015,2015-10-23 11:37:24.013000,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1
2015,2015-10-23 11:39:03.593000,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:39:17.922000,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2
2015,2015-10-23 11:40:09.794000,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:42:13.947000,1,1,2,0,0,0,2,1,2,0,0,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,0,1,1,1,1,2,1,0,0,1,2,1,1,1,1,1,0,0,0,1,1,0,0,2,1,0,0,1,1,1,1,0,1,0,1,1,1,1,2,0,0,0,1,1,2,1,1,1,0,0,0,1,0
2015,2015-10-23 11:42:33.113000,0,1,0,1,0,0,2,1,2,1,0,1,0,1,1,1,2,0,2,2,1,2,0,0,2,0,2,2,0,1,1,0,2,1,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,2,1,1,1,1,1,1,1,0,0,0,1,0,2,1,0,1,1,0,2,1,2
2015,2015-10-23 11:43:10.345000,0,0,2,1,0,0,0,1,1,0,2,1,0,1,1,1,2,0,0,2,1,2,0,0,2,2,2,2,1,0,0,0,2,2,2,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2,0,0,0,2,2,0,2,1,0,1,0,2,2,1,0
2015,2015-10-23 11:43:18.164000,1,1,2,1,0,0,2,1,1,2,2,1,2,1,1,1,2,1,0,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,0,1,0,2,1,1,2,1,0,0,2,2,2,0,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,2,2,1,2
2015,2015-10-23 11:43:50.293000,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1
2015,2015-10-23 11:44:05.821000,1,1,0,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:44:40.532000,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
2015,2015-10-23 11:44:59.294000,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
2015,2015-10-23 11:47:10.144000,1,2,2,1,0,0,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,0,2,2,1,2,1,1,1,2,2,1,2,2,1,0,2,1,1,1,0,2,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,2,0,1,1,2,1,1,1,0,1,1,1,1
2015,2015-10-23 11:47:14.065000,1,0,2,1,0,0,2,1,1,0,2,1,1,1,1,1,2,0,2,2,0,2,0,0,2,1,2,2,0,1,1,2,1,1,2,0,1,0,1,1,0,1,1,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,2,1,2,2,2,0,1
2015,2015-10-23 11:47:19.014000,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,3,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2
2015,2015-10-23 11:47:23.982000,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:47:26.109000,1,1,2,1,2,0,2,1,1,2,2,0,1,1,1,1,2,0,0,2,0,2,1,0,2,2,1,2,1,1,1,2,2,0,2,1,1,2,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1
2015,2015-10-23 11:48:23.399000,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,3,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1
2015,2015-10-23 11:48:24.018000,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,3,1,2,1,2,2,1,1,1,1,2,2,1,2,2,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2
2015,2015-10-23 11:48:28.905000,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,3,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2
2015,2015-10-23 11:48:38.664000,2,1,2,1,0,1,2,2,2,2,0,1,0,1,2,1,2,1,2,0,0,0,0,1,0,2,2,0,1,0,1,0,2,2,0,0,1,2,1,2,0,0,0,0,0,1,1,1,0,0,2,1,2,0,1,2,1,0,0,0,2,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2015,2015-10-23 11:48:42.951000,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2
2015,2015-10-23 11:48:48.855000,0,2,2,1,2,1,2,2,2,0,2,0,0,2,1,0,2,2,2,2,0,2,2,2,2,0,1,2,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,0,1,2,2,2,0
2015,2015-10-23 11:50:30.888000,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,3,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2
2015,2015-10-23 11:51:13.732000,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,3,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,2
2015,2015-10-23 11:51:24.734000,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,3,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1
2015,2015-10-23 11:51:34.983000,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1
2015,2015-10-23 11:53:06.353000,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2
2015,2015-10-23 11:54:16.706000,2,1,2,0,0,0,1,1,1,0,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,3,1,0,1,2,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2015,2015-10-23 11:55:11.693000,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2015-10-23 11:56:20.704000,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,0,2,2,2,1,2,1,2,1,1,2,2,2,2
2015,2015-10-23 11:56:47.857000,2,0,1,1,0,0,2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,1,0,2,1,0,2,1,0,0,1,2,2,2,2,2,1,2,2,1,1,1,1,0,0,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,0,0,1,2
2015,2015-10-23 11:56:49.476000,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1
2015,2015-10-23 11:56:54.738000,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2
2015,2015-10-23 11:59:49.093000,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,3,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2
2015,2015-10-23 12:00:13.997000,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2
2015,2015-10-23 12:00:21.523000,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,3,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,1
2015,2015-10-23 12:00:22.072000,1,1,0,1,0,2,2,1,2,0,0,1,2,1,1,1,2,0,1,1,2,2,0,2,2,1,1,2,1,1,1,2,1,1,2,0,1,0,1,3,1,0,0,2,0,1,1,0,0,2,2,0,0,2,1,1,1,2,2,2,2,0,1,0,2,2,0,0,0,1,1,2,2,0,1,1,2,2,0,2
2015,2015-10-23 12:00:28.548000,1,1,1,1,2,1,0,0,1,2,2,1,0,1,1,0,2,2,2,2,1,2,0,2,0,1,1,0,1,1,1,2,2,0,2,0,0,2,0,3,0,1,1,1,0,1,1,0,0,1,1,1,0,2,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,2,1,0,2,2,1,2
2015,2015-10-23 12:01:12.541000,1,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1
2015,2015-10-23 12:01:48.992000,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,0,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2
2015,2015-10-23 12:02:00.434000,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2
2015,2015-10-23 12:02:17.943000,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,1
2015,2015-10-23 12:03:09.643000,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,3,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2
2015,2015-10-23 12:03:44.591000,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2
2015,2015-10-23 12:03:47.907000,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,0,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,3,2,1,0,0,0,1,2,2,0,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2
2015,2015-10-23 12:04:27.041000,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,1
2015,2015-10-23 12:04:28.490000,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2
