"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date"
"1518","alpine",1,0,0,0,2020-04-05
"1519","alpine",1,0,0,0,2020-04-06
"1520","alpine",1,0,0,0,2020-04-07
"1521","alpine",1,0,0,0,2020-04-08
"1522","alpine",1,0,0,0,2020-04-09
"1523","alpine",1,0,0,0,2020-04-10
"1524","alpine",1,0,0,0,2020-04-11
"1525","alpine",1,0,0,0,2020-04-12
"1526","alpine",1,0,0,0,2020-04-13
"1527","alpine",1,0,0,0,2020-04-14
"1528","alpine",1,0,0,0,2020-04-15
"1529","alpine",1,0,0,0,2020-04-16
"1530","alpine",1,0,0,0,2020-04-17
"1531","alpine",1,0,0,0,2020-04-18
"1532","alpine",1,0,0,0,2020-04-19
"1533","alpine",1,0,0,0,2020-04-20
"1534","alpine",1,0,0,0,2020-04-21
"1535","alpine",1,0,0,0,2020-04-22
"1536","alpine",1,0,0,0,2020-04-23
"1537","alpine",1,0,0,0,2020-04-24
"1538","alpine",1,0,0,0,2020-04-25
"1539","alpine",1,0,0,0,2020-04-26
"1540","alpine",1,0,0,0,2020-04-27
"1541","alpine",1,0,0,0,2020-04-28
"1542","alpine",1,0,0,0,2020-04-29
"1543","alpine",1,0,0,0,2020-04-30
"1544","alpine",1,0,0,0,2020-05-01
"1545","alpine",1,0,0,0,2020-05-02
"1546","alpine",1,0,0,0,2020-05-03
"1547","alpine",1,0,0,0,2020-05-04
"1548","alpine",1,0,0,0,2020-05-05
"1549","alpine",1,0,0,0,2020-05-06
"1550","alpine",1,0,0,0,2020-05-07
"1551","alpine",1,0,0,0,2020-05-08
"1552","alpine",1,0,0,0,2020-05-09
"1553","alpine",1,0,0,0,2020-05-10
"1554","alpine",1,0,0,0,2020-05-11
"1555","alpine",1,0,0,0,2020-05-12
"1556","alpine",1,0,0,0,2020-05-13
"1557","alpine",1,0,0,0,2020-05-14
"1558","alpine",1,0,0,0,2020-05-15
"1559","alpine",1,0,0,0,2020-05-16
"1560","alpine",1,0,0,0,2020-05-17
"1561","alpine",1,0,0,0,2020-05-18
"1562","alpine",1,0,0,0,2020-05-19
"1563","alpine",1,0,0,0,2020-05-20
"1564","alpine",1,0,0,0,2020-05-21
"1565","alpine",1,0,0,0,2020-05-22
"1566","alpine",1,0,0,0,2020-05-23
"1567","alpine",1,0,0,0,2020-05-24
"1568","alpine",1,0,0,0,2020-05-25
"1569","alpine",1,0,0,0,2020-05-26
"1570","alpine",1,0,0,0,2020-05-27
"1571","alpine",1,0,0,0,2020-05-28
"1572","alpine",1,0,0,0,2020-05-29
"1573","alpine",1,0,0,0,2020-05-30
"1574","alpine",1,0,0,0,2020-05-31
"1575","alpine",1,0,0,0,2020-06-01
"1576","alpine",1,0,0,0,2020-06-02
"1577","alpine",1,0,0,0,2020-06-03
"1578","alpine",1,0,0,0,2020-06-04
"1579","alpine",1,0,0,0,2020-06-05
"1580","alpine",1,0,0,0,2020-06-06
"1581","alpine",1,0,0,0,2020-06-07
"1582","alpine",1,0,0,0,2020-06-08
"1583","alpine",1,0,0,0,2020-06-09
"1584","alpine",1,0,0,0,2020-06-10
"1585","alpine",1,0,0,0,2020-06-11
"1586","alpine",1,0,0,0,2020-06-12
"1587","alpine",1,0,0,0,2020-06-13
"1588","alpine",1,0,0,0,2020-06-14
"1589","alpine",1,0,0,0,2020-06-15
"1590","alpine",1,0,0,0,2020-06-16
"1591","alpine",1,0,0,0,2020-06-17
"1592","alpine",1,0,0,0,2020-06-18
"1593","alpine",1,0,0,0,2020-06-19
"1594","alpine",1,0,0,0,2020-06-20
"1595","alpine",1,0,0,0,2020-06-21
"1596","alpine",1,0,0,0,2020-06-22
"1597","alpine",1,0,0,0,2020-06-23
"1598","alpine",1,0,0,0,2020-06-24
"1599","alpine",1,0,0,0,2020-06-25
"1600","alpine",1,0,0,0,2020-06-26
"1601","alpine",1,0,0,0,2020-06-27
"1602","alpine",1,0,0,0,2020-06-28
"1603","alpine",1,0,0,0,2020-06-29
"1604","alpine",1,0,0,0,2020-06-30
"1605","alpine",1,0,0,0,2020-07-01
"1606","alpine",1,0,0,0,2020-07-02
"1607","alpine",1,0,0,0,2020-07-03
"1608","nevada",2,0,2,0,2020-03-18
"1609","nevada",2,0,0,0,2020-03-19
"1610","nevada",2,0,0,0,2020-03-20
"1611","nevada",2,0,0,0,2020-03-21
"1612","nevada",2,0,0,0,2020-03-22
"1613","nevada",2,0,0,0,2020-03-23
"1614","nevada",4,0,2,0,2020-03-24
"1615","nevada",5,0,1,0,2020-03-25
"1616","nevada",7,0,2,0,2020-03-26
"1617","nevada",6,0,-1,0,2020-03-27
"1618","nevada",11,0,5,0,2020-03-28
"1619","nevada",13,0,2,0,2020-03-29
"1620","nevada",14,0,1,0,2020-03-30
"1621","nevada",15,0,1,0,2020-03-31
"1622","nevada",15,0,0,0,2020-04-01
"1623","nevada",17,0,2,0,2020-04-02
"1624","nevada",19,1,2,1,2020-04-03
"1625","nevada",19,1,0,0,2020-04-04
"1626","nevada",19,1,0,0,2020-04-05
"1627","nevada",19,1,0,0,2020-04-06
"1628","nevada",20,1,1,0,2020-04-07
"1629","nevada",21,1,1,0,2020-04-08
"1630","nevada",23,1,2,0,2020-04-09
"1631","nevada",23,1,0,0,2020-04-10
"1632","nevada",24,1,1,0,2020-04-11
"1633","nevada",24,1,0,0,2020-04-12
"1634","nevada",24,1,0,0,2020-04-13
"1635","nevada",34,1,10,0,2020-04-14
"1636","nevada",34,1,0,0,2020-04-15
"1637","nevada",34,1,0,0,2020-04-16
"1638","nevada",34,1,0,0,2020-04-17
"1639","nevada",34,1,0,0,2020-04-18
"1640","nevada",34,1,0,0,2020-04-19
"1641","nevada",34,1,0,0,2020-04-20
"1642","nevada",36,1,2,0,2020-04-21
"1643","nevada",36,1,0,0,2020-04-22
"1644","nevada",36,1,0,0,2020-04-23
"1645","nevada",36,1,0,0,2020-04-24
"1646","nevada",37,1,1,0,2020-04-25
"1647","nevada",37,1,0,0,2020-04-26
"1648","nevada",39,1,2,0,2020-04-27
"1649","nevada",41,1,2,0,2020-04-28
"1650","nevada",41,1,0,0,2020-04-29
"1651","nevada",41,1,0,0,2020-04-30
"1652","nevada",41,1,0,0,2020-05-01
"1653","nevada",41,1,0,0,2020-05-02
"1654","nevada",41,1,0,0,2020-05-03
"1655","nevada",41,1,0,0,2020-05-04
"1656","nevada",41,1,0,0,2020-05-05
"1657","nevada",41,1,0,0,2020-05-06
"1658","nevada",41,1,0,0,2020-05-07
"1659","nevada",41,1,0,0,2020-05-08
"1660","nevada",41,1,0,0,2020-05-09
"1661","nevada",41,1,0,0,2020-05-10
"1662","nevada",41,1,0,0,2020-05-11
"1663","nevada",41,1,0,0,2020-05-12
"1664","nevada",41,1,0,0,2020-05-13
"1665","nevada",41,1,0,0,2020-05-14
"1666","nevada",41,1,0,0,2020-05-15
"1667","nevada",41,1,0,0,2020-05-16
"1668","nevada",41,1,0,0,2020-05-17
"1669","nevada",41,1,0,0,2020-05-18
"1670","nevada",41,1,0,0,2020-05-19
"1671","nevada",41,1,0,0,2020-05-20
"1672","nevada",41,1,0,0,2020-05-21
"1673","nevada",41,1,0,0,2020-05-22
"1674","nevada",41,1,0,0,2020-05-23
"1675","nevada",41,1,0,0,2020-05-24
"1676","nevada",41,1,0,0,2020-05-25
"1677","nevada",41,1,0,0,2020-05-26
"1678","nevada",41,1,0,0,2020-05-27
"1679","nevada",41,1,0,0,2020-05-28
"1680","nevada",41,1,0,0,2020-05-29
"1681","nevada",41,1,0,0,2020-05-30
"1682","nevada",41,1,0,0,2020-05-31
"1683","nevada",41,1,0,0,2020-06-01
"1684","nevada",41,1,0,0,2020-06-02
"1685","nevada",43,1,2,0,2020-06-03
"1686","nevada",49,1,6,0,2020-06-04
"1687","nevada",50,1,1,0,2020-06-05
"1688","nevada",50,1,0,0,2020-06-06
"1689","nevada",50,1,0,0,2020-06-07
"1690","nevada",50,1,0,0,2020-06-08
"1691","nevada",50,1,0,0,2020-06-09
"1692","nevada",50,1,0,0,2020-06-10
"1693","nevada",50,1,0,0,2020-06-11
"1694","nevada",52,1,2,0,2020-06-12
"1695","nevada",52,1,0,0,2020-06-13
"1696","nevada",52,1,0,0,2020-06-14
"1697","nevada",52,1,0,0,2020-06-15
"1698","nevada",53,1,1,0,2020-06-16
"1699","nevada",57,1,4,0,2020-06-17
"1700","nevada",68,1,11,0,2020-06-18
"1701","nevada",71,1,3,0,2020-06-19
"1702","nevada",73,1,2,0,2020-06-20
"1703","nevada",79,1,6,0,2020-06-21
"1704","nevada",79,1,0,0,2020-06-22
"1705","nevada",81,1,2,0,2020-06-23
"1706","nevada",92,1,11,0,2020-06-24
"1707","nevada",92,1,0,0,2020-06-25
"1708","nevada",101,1,9,0,2020-06-26
"1709","nevada",102,1,1,0,2020-06-27
"1710","nevada",103,1,1,0,2020-06-28
"1711","nevada",110,1,7,0,2020-06-29
"1712","nevada",114,1,4,0,2020-06-30
"1713","nevada",115,1,1,0,2020-07-01
"1714","nevada",118,1,3,0,2020-07-02
"1715","nevada",125,1,7,0,2020-07-03
"1716","butte",0,0,0,0,2020-03-18
"1717","butte",0,0,0,0,2020-03-19
"1718","butte",0,0,0,0,2020-03-20
"1719","butte",1,0,1,0,2020-03-21
"1720","butte",1,0,0,0,2020-03-22
"1721","butte",2,0,1,0,2020-03-23
"1722","butte",3,0,1,0,2020-03-24
"1723","butte",4,0,1,0,2020-03-25
"1724","butte",4,0,0,0,2020-03-26
"1725","butte",4,0,0,0,2020-03-27
"1726","butte",4,0,0,0,2020-03-28
"1727","butte",4,0,0,0,2020-03-29
"1728","butte",5,0,1,0,2020-03-30
"1729","butte",6,0,1,0,2020-03-31
"1730","butte",6,0,0,0,2020-04-01
"1731","butte",7,0,1,0,2020-04-02
"1732","butte",8,0,1,0,2020-04-03
"1733","butte",10,0,2,0,2020-04-04
"1734","butte",10,0,0,0,2020-04-05
"1735","butte",11,0,1,0,2020-04-06
"1736","butte",11,0,0,0,2020-04-07
"1737","butte",11,0,0,0,2020-04-08
"1738","butte",12,0,1,0,2020-04-09
"1739","butte",13,0,1,0,2020-04-10
"1740","butte",13,0,0,0,2020-04-11
"1741","butte",13,0,0,0,2020-04-12
"1742","butte",13,0,0,0,2020-04-13
"1743","butte",13,0,0,0,2020-04-14
"1744","butte",14,0,1,0,2020-04-15
"1745","butte",15,0,1,0,2020-04-16
"1746","butte",15,0,0,0,2020-04-17
"1747","butte",15,0,0,0,2020-04-18
"1748","butte",15,0,0,0,2020-04-19
"1749","butte",15,0,0,0,2020-04-20
"1750","butte",15,0,0,0,2020-04-21
"1751","butte",15,0,0,0,2020-04-22
"1752","butte",15,0,0,0,2020-04-23
"1753","butte",15,0,0,0,2020-04-24
"1754","butte",16,0,1,0,2020-04-25
"1755","butte",16,0,0,0,2020-04-26
"1756","butte",16,0,0,0,2020-04-27
"1757","butte",16,0,0,0,2020-04-28
"1758","butte",16,0,0,0,2020-04-29
"1759","butte",16,0,0,0,2020-04-30
"1760","butte",17,0,1,0,2020-05-01
"1761","butte",17,0,0,0,2020-05-02
"1762","butte",17,0,0,0,2020-05-03
"1763","butte",16,0,-1,0,2020-05-04
"1764","butte",19,0,3,0,2020-05-05
"1765","butte",19,0,0,0,2020-05-06
"1766","butte",19,0,0,0,2020-05-07
"1767","butte",18,0,-1,0,2020-05-08
"1768","butte",18,0,0,0,2020-05-09
"1769","butte",18,0,0,0,2020-05-10
"1770","butte",19,0,1,0,2020-05-11
"1771","butte",20,0,1,0,2020-05-12
"1772","butte",21,0,1,0,2020-05-13
"1773","butte",22,0,1,0,2020-05-14
"1774","butte",22,0,0,0,2020-05-15
"1775","butte",22,0,0,0,2020-05-16
"1776","butte",23,0,1,0,2020-05-17
"1777","butte",24,0,1,0,2020-05-18
"1778","butte",25,0,1,0,2020-05-19
"1779","butte",30,0,5,0,2020-05-20
"1780","butte",31,0,1,0,2020-05-21
"1781","butte",34,0,3,0,2020-05-22
"1782","butte",34,0,0,0,2020-05-23
"1783","butte",35,0,1,0,2020-05-24
"1784","butte",37,0,2,0,2020-05-25
"1785","butte",37,0,0,0,2020-05-26
"1786","butte",40,0,3,0,2020-05-27
"1787","butte",40,0,0,0,2020-05-28
"1788","butte",41,0,1,0,2020-05-29
"1789","butte",44,0,3,0,2020-05-30
"1790","butte",51,0,7,0,2020-05-31
"1791","butte",50,0,-1,0,2020-06-01
"1792","butte",51,1,1,1,2020-06-02
"1793","butte",53,1,2,0,2020-06-03
"1794","butte",57,1,4,0,2020-06-04
"1795","butte",61,1,4,0,2020-06-05
"1796","butte",63,1,2,0,2020-06-06
"1797","butte",64,1,1,0,2020-06-07
"1798","butte",68,1,4,0,2020-06-08
"1799","butte",70,1,2,0,2020-06-09
"1800","butte",71,1,1,0,2020-06-10
"1801","butte",72,1,1,0,2020-06-11
"1802","butte",71,1,-1,0,2020-06-12
"1803","butte",72,1,1,0,2020-06-13
"1804","butte",78,1,6,0,2020-06-14
"1805","butte",78,1,0,0,2020-06-15
"1806","butte",79,1,1,0,2020-06-16
"1807","butte",81,1,2,0,2020-06-17
"1808","butte",88,1,7,0,2020-06-18
"1809","butte",91,1,3,0,2020-06-19
"1810","butte",94,1,3,0,2020-06-20
"1811","butte",97,1,3,0,2020-06-21
"1812","butte",104,1,7,0,2020-06-22
"1813","butte",111,1,7,0,2020-06-23
"1814","butte",119,1,8,0,2020-06-24
"1815","butte",128,2,9,1,2020-06-25
"1816","butte",136,2,8,0,2020-06-26
"1817","butte",138,2,2,0,2020-06-27
"1818","butte",154,2,16,0,2020-06-28
"1819","butte",168,2,14,0,2020-06-29
"1820","butte",177,2,9,0,2020-06-30
"1821","butte",186,2,9,0,2020-07-01
"1822","butte",199,3,13,1,2020-07-02
"1823","butte",212,3,13,0,2020-07-03
"1824","santa cruz",11,0,11,0,2020-03-18
"1825","santa cruz",13,0,2,0,2020-03-19
"1826","santa cruz",13,0,0,0,2020-03-20
"1827","santa cruz",17,0,4,0,2020-03-21
"1828","santa cruz",19,0,2,0,2020-03-22
"1829","santa cruz",21,0,2,0,2020-03-23
"1830","santa cruz",22,0,1,0,2020-03-24
"1831","santa cruz",26,0,4,0,2020-03-25
"1832","santa cruz",30,0,4,0,2020-03-26
"1833","santa cruz",31,0,1,0,2020-03-27
"1834","santa cruz",31,0,0,0,2020-03-28
"1835","santa cruz",33,1,2,1,2020-03-29
"1836","santa cruz",36,1,3,0,2020-03-30
"1837","santa cruz",40,1,4,0,2020-03-31
"1838","santa cruz",44,1,4,0,2020-04-01
"1839","santa cruz",49,1,5,0,2020-04-02
"1840","santa cruz",52,1,3,0,2020-04-03
"1841","santa cruz",56,1,4,0,2020-04-04
"1842","santa cruz",59,1,3,0,2020-04-05
"1843","santa cruz",65,1,6,0,2020-04-06
"1844","santa cruz",67,1,2,0,2020-04-07
"1845","santa cruz",69,1,2,0,2020-04-08
"1846","santa cruz",73,1,4,0,2020-04-09
"1847","santa cruz",75,1,2,0,2020-04-10
"1848","santa cruz",79,1,4,0,2020-04-11
"1849","santa cruz",80,1,1,0,2020-04-12
"1850","santa cruz",82,1,2,0,2020-04-13
"1851","santa cruz",84,1,2,0,2020-04-14
"1852","santa cruz",92,1,8,0,2020-04-15
"1853","santa cruz",90,2,-2,1,2020-04-16
"1854","santa cruz",94,2,4,0,2020-04-17
"1855","santa cruz",96,2,2,0,2020-04-18
"1856","santa cruz",98,2,2,0,2020-04-19
"1857","santa cruz",102,2,4,0,2020-04-20
"1858","santa cruz",104,2,2,0,2020-04-21
"1859","santa cruz",106,2,2,0,2020-04-22
"1860","santa cruz",110,2,4,0,2020-04-23
"1861","santa cruz",111,2,1,0,2020-04-24
"1862","santa cruz",112,2,1,0,2020-04-25
"1863","santa cruz",116,2,4,0,2020-04-26
"1864","santa cruz",123,2,7,0,2020-04-27
"1865","santa cruz",123,2,0,0,2020-04-28
"1866","santa cruz",124,2,1,0,2020-04-29
"1867","santa cruz",126,2,2,0,2020-04-30
"1868","santa cruz",127,2,1,0,2020-05-01
"1869","santa cruz",131,2,4,0,2020-05-02
"1870","santa cruz",133,2,2,0,2020-05-03
"1871","santa cruz",133,2,0,0,2020-05-04
"1872","santa cruz",134,2,1,0,2020-05-05
"1873","santa cruz",135,2,1,0,2020-05-06
"1874","santa cruz",136,2,1,0,2020-05-07
"1875","santa cruz",137,2,1,0,2020-05-08
"1876","santa cruz",138,2,1,0,2020-05-09
"1877","santa cruz",139,2,1,0,2020-05-10
"1878","santa cruz",140,2,1,0,2020-05-11
"1879","santa cruz",141,2,1,0,2020-05-12
"1880","santa cruz",142,2,1,0,2020-05-13
"1881","santa cruz",145,2,3,0,2020-05-14
"1882","santa cruz",146,3,1,1,2020-05-15
"1883","santa cruz",154,3,8,0,2020-05-16
"1884","santa cruz",155,3,1,0,2020-05-17
"1885","santa cruz",160,3,5,0,2020-05-18
"1886","santa cruz",161,3,1,0,2020-05-19
"1887","santa cruz",163,3,2,0,2020-05-20
"1888","santa cruz",164,3,1,0,2020-05-21
"1889","santa cruz",171,3,7,0,2020-05-22
"1890","santa cruz",177,3,6,0,2020-05-23
"1891","santa cruz",185,3,8,0,2020-05-24
"1892","santa cruz",191,3,6,0,2020-05-25
"1893","santa cruz",197,3,6,0,2020-05-26
"1894","santa cruz",202,3,5,0,2020-05-27
"1895","santa cruz",201,3,-1,0,2020-05-28
"1896","santa cruz",203,3,2,0,2020-05-29
"1897","santa cruz",206,3,3,0,2020-05-30
"1898","santa cruz",210,3,4,0,2020-05-31
"1899","santa cruz",215,3,5,0,2020-06-01
"1900","santa cruz",215,3,0,0,2020-06-02
"1901","santa cruz",217,3,2,0,2020-06-03
"1902","santa cruz",218,3,1,0,2020-06-04
"1903","santa cruz",222,3,4,0,2020-06-05
"1904","santa cruz",226,3,4,0,2020-06-06
"1905","santa cruz",230,3,4,0,2020-06-07
"1906","santa cruz",234,3,4,0,2020-06-08
"1907","santa cruz",237,3,3,0,2020-06-09
"1908","santa cruz",242,3,5,0,2020-06-10
"1909","santa cruz",247,3,5,0,2020-06-11
"1910","santa cruz",251,3,4,0,2020-06-12
"1911","santa cruz",254,3,3,0,2020-06-13
"1912","santa cruz",254,3,0,0,2020-06-14
"1913","santa cruz",254,3,0,0,2020-06-15
"1914","santa cruz",257,3,3,0,2020-06-16
"1915","santa cruz",265,3,8,0,2020-06-17
"1916","santa cruz",275,2,10,-1,2020-06-18
"1917","santa cruz",283,3,8,1,2020-06-19
"1918","santa cruz",287,3,4,0,2020-06-20
"1919","santa cruz",290,3,3,0,2020-06-21
"1920","santa cruz",290,3,0,0,2020-06-22
"1921","santa cruz",313,3,23,0,2020-06-23
"1922","santa cruz",329,3,16,0,2020-06-24
"1923","santa cruz",336,3,7,0,2020-06-25
"1924","santa cruz",346,3,10,0,2020-06-26
"1925","santa cruz",350,3,4,0,2020-06-27
"1926","santa cruz",360,3,10,0,2020-06-28
"1927","santa cruz",373,3,13,0,2020-06-29
"1928","santa cruz",391,3,18,0,2020-06-30
"1929","santa cruz",399,3,8,0,2020-07-01
"1930","santa cruz",414,3,15,0,2020-07-02
"1931","santa cruz",436,3,22,0,2020-07-03
"1932","mendocino",0,0,0,0,2020-03-18
"1933","mendocino",1,0,1,0,2020-03-19
"1934","mendocino",1,0,0,0,2020-03-20
"1935","mendocino",1,0,0,0,2020-03-21
"1936","mendocino",1,0,0,0,2020-03-22
"1937","mendocino",1,0,0,0,2020-03-23
"1938","mendocino",1,0,0,0,2020-03-24
"1939","mendocino",1,0,0,0,2020-03-25
"1940","mendocino",1,0,0,0,2020-03-26
"1941","mendocino",2,0,1,0,2020-03-27
"1942","mendocino",2,0,0,0,2020-03-28
"1943","mendocino",2,0,0,0,2020-03-29
"1944","mendocino",2,0,0,0,2020-03-30
"1945","mendocino",4,0,2,0,2020-03-31
"1946","mendocino",4,0,0,0,2020-04-01
"1947","mendocino",4,0,0,0,2020-04-02
"1948","mendocino",4,0,0,0,2020-04-03
"1949","mendocino",4,0,0,0,2020-04-04
"1950","mendocino",4,0,0,0,2020-04-05
"1951","mendocino",4,0,0,0,2020-04-06
"1952","mendocino",4,0,0,0,2020-04-07
"1953","mendocino",4,0,0,0,2020-04-08
"1954","mendocino",4,0,0,0,2020-04-09
"1955","mendocino",4,0,0,0,2020-04-10
"1956","mendocino",4,0,0,0,2020-04-11
"1957","mendocino",4,0,0,0,2020-04-12
"1958","mendocino",4,0,0,0,2020-04-13
"1959","mendocino",4,0,0,0,2020-04-14
"1960","mendocino",4,0,0,0,2020-04-15
"1961","mendocino",4,0,0,0,2020-04-16
"1962","mendocino",4,0,0,0,2020-04-17
"1963","mendocino",4,0,0,0,2020-04-18
"1964","mendocino",4,0,0,0,2020-04-19
"1965","mendocino",5,0,1,0,2020-04-20
"1966","mendocino",5,0,0,0,2020-04-21
"1967","mendocino",5,0,0,0,2020-04-22
"1968","mendocino",5,0,0,0,2020-04-23
"1969","mendocino",5,0,0,0,2020-04-24
"1970","mendocino",5,0,0,0,2020-04-25
"1971","mendocino",5,0,0,0,2020-04-26
"1972","mendocino",10,0,5,0,2020-04-27
"1973","mendocino",10,0,0,0,2020-04-28
"1974","mendocino",11,0,1,0,2020-04-29
"1975","mendocino",11,0,0,0,2020-04-30
"1976","mendocino",11,0,0,0,2020-05-01
"1977","mendocino",10,0,-1,0,2020-05-02
"1978","mendocino",10,0,0,0,2020-05-03
"1979","mendocino",10,0,0,0,2020-05-04
"1980","mendocino",10,0,0,0,2020-05-05
"1981","mendocino",10,0,0,0,2020-05-06
"1982","mendocino",10,0,0,0,2020-05-07
"1983","mendocino",10,0,0,0,2020-05-08
"1984","mendocino",10,0,0,0,2020-05-09
"1985","mendocino",10,0,0,0,2020-05-10
"1986","mendocino",10,0,0,0,2020-05-11
"1987","mendocino",10,0,0,0,2020-05-12
"1988","mendocino",10,0,0,0,2020-05-13
"1989","mendocino",10,0,0,0,2020-05-14
"1990","mendocino",10,0,0,0,2020-05-15
"1991","mendocino",10,0,0,0,2020-05-16
"1992","mendocino",10,0,0,0,2020-05-17
"1993","mendocino",12,0,2,0,2020-05-18
"1994","mendocino",12,0,0,0,2020-05-19
"1995","mendocino",12,0,0,0,2020-05-20
"1996","mendocino",12,0,0,0,2020-05-21
"1997","mendocino",13,0,1,0,2020-05-22
"1998","mendocino",13,0,0,0,2020-05-23
"1999","mendocino",19,0,6,0,2020-05-24
"2000","mendocino",19,0,0,0,2020-05-25
"2001","mendocino",20,0,1,0,2020-05-26
"2002","mendocino",21,0,1,0,2020-05-27
"2003","mendocino",24,0,3,0,2020-05-28
"2004","mendocino",25,0,1,0,2020-05-29
"2005","mendocino",24,0,-1,0,2020-05-30
"2006","mendocino",24,0,0,0,2020-05-31
"2007","mendocino",28,0,4,0,2020-06-01
"2008","mendocino",29,0,1,0,2020-06-02
"2009","mendocino",29,0,0,0,2020-06-03
"2010","mendocino",29,0,0,0,2020-06-04
"2011","mendocino",32,0,3,0,2020-06-05
"2012","mendocino",32,0,0,0,2020-06-06
"2013","mendocino",32,0,0,0,2020-06-07
"2014","mendocino",32,0,0,0,2020-06-08
"2015","mendocino",35,0,3,0,2020-06-09
"2016","mendocino",35,0,0,0,2020-06-10
"2017","mendocino",35,0,0,0,2020-06-11
"2018","mendocino",33,0,-2,0,2020-06-12
"2019","mendocino",33,0,0,0,2020-06-13
"2020","mendocino",33,0,0,0,2020-06-14
"2021","mendocino",33,0,0,0,2020-06-15
"2022","mendocino",35,0,2,0,2020-06-16
"2023","mendocino",42,0,7,0,2020-06-17
"2024","mendocino",45,0,3,0,2020-06-18
"2025","mendocino",48,0,3,0,2020-06-19
"2026","mendocino",48,0,0,0,2020-06-20
"2027","mendocino",48,0,0,0,2020-06-21
"2028","mendocino",48,0,0,0,2020-06-22
"2029","mendocino",61,0,13,0,2020-06-23
"2030","mendocino",60,0,-1,0,2020-06-24
"2031","mendocino",61,0,1,0,2020-06-25
"2032","mendocino",63,0,2,0,2020-06-26
"2033","mendocino",63,0,0,0,2020-06-27
"2034","mendocino",64,0,1,0,2020-06-28
"2035","mendocino",66,0,2,0,2020-06-29
"2036","mendocino",68,0,2,0,2020-06-30
"2037","mendocino",70,0,2,0,2020-07-01
"2038","mendocino",71,0,1,0,2020-07-02
"2039","mendocino",72,0,1,0,2020-07-03
"2040","fresno",3,0,3,0,2020-03-18
"2041","fresno",6,0,3,0,2020-03-19
"2042","fresno",7,0,1,0,2020-03-20
"2043","fresno",8,0,1,0,2020-03-21
"2044","fresno",8,0,0,0,2020-03-22
"2045","fresno",10,0,2,0,2020-03-23
"2046","fresno",18,0,8,0,2020-03-24
"2047","fresno",21,0,3,0,2020-03-25
"2048","fresno",25,0,4,0,2020-03-26
"2049","fresno",29,0,4,0,2020-03-27
"2050","fresno",31,0,2,0,2020-03-28
"2051","fresno",31,0,0,0,2020-03-29
"2052","fresno",46,0,15,0,2020-03-30
"2053","fresno",59,0,13,0,2020-03-31
"2054","fresno",75,0,16,0,2020-04-01
"2055","fresno",92,0,17,0,2020-04-02
"2056","fresno",98,1,6,1,2020-04-03
"2057","fresno",102,1,4,0,2020-04-04
"2058","fresno",102,1,0,0,2020-04-05
"2059","fresno",122,1,20,0,2020-04-06
"2060","fresno",138,3,16,2,2020-04-07
"2061","fresno",151,3,13,0,2020-04-08
"2062","fresno",165,3,14,0,2020-04-09
"2063","fresno",186,4,21,1,2020-04-10
"2064","fresno",201,4,15,0,2020-04-11
"2065","fresno",205,4,4,0,2020-04-12
"2066","fresno",209,5,4,1,2020-04-13
"2067","fresno",244,5,35,0,2020-04-14
"2068","fresno",264,7,20,2,2020-04-15
"2069","fresno",289,7,25,0,2020-04-16
"2070","fresno",315,7,26,0,2020-04-17
"2071","fresno",319,7,4,0,2020-04-18
"2072","fresno",326,7,7,0,2020-04-19
"2073","fresno",356,7,30,0,2020-04-20
"2074","fresno",372,7,16,0,2020-04-21
"2075","fresno",388,7,16,0,2020-04-22
"2076","fresno",426,7,38,0,2020-04-23
"2077","fresno",449,7,23,0,2020-04-24
"2078","fresno",459,7,10,0,2020-04-25
"2079","fresno",476,7,17,0,2020-04-26
"2080","fresno",504,7,28,0,2020-04-27
"2081","fresno",525,7,21,0,2020-04-28
"2082","fresno",544,7,19,0,2020-04-29
"2083","fresno",562,7,18,0,2020-04-30
"2084","fresno",617,8,55,1,2020-05-01
"2085","fresno",629,8,12,0,2020-05-02
"2086","fresno",646,8,17,0,2020-05-03
"2087","fresno",680,9,34,1,2020-05-04
"2088","fresno",726,9,46,0,2020-05-05
"2089","fresno",773,9,47,0,2020-05-06
"2090","fresno",812,9,39,0,2020-05-07
"2091","fresno",838,9,26,0,2020-05-08
"2092","fresno",861,9,23,0,2020-05-09
"2093","fresno",894,9,33,0,2020-05-10
"2094","fresno",937,9,43,0,2020-05-11
"2095","fresno",978,10,41,1,2020-05-12
"2096","fresno",993,13,15,3,2020-05-13
"2097","fresno",1038,13,45,0,2020-05-14
"2098","fresno",1126,16,88,3,2020-05-15
"2099","fresno",1177,16,51,0,2020-05-16
"2100","fresno",1213,16,36,0,2020-05-17
"2101","fresno",1244,17,31,1,2020-05-18
"2102","fresno",1288,17,44,0,2020-05-19
"2103","fresno",1329,20,41,3,2020-05-20
"2104","fresno",1362,22,33,2,2020-05-21
"2105","fresno",1399,22,37,0,2020-05-22
"2106","fresno",1447,22,48,0,2020-05-23
"2107","fresno",1455,22,8,0,2020-05-24
"2108","fresno",1496,22,41,0,2020-05-25
"2109","fresno",1496,26,0,4,2020-05-26
"2110","fresno",1620,30,124,4,2020-05-27
"2111","fresno",1653,32,33,2,2020-05-28
"2112","fresno",1687,35,34,3,2020-05-29
"2113","fresno",1744,35,57,0,2020-05-30
