"","county","date","hospitalized_covid_patients","all_hospital_beds","icu_available_beds","icu_combined","hospital_capactity","icu_capacity"
"409","inyo","2020-04-05","   0","    0","   3","  1","    0","   2"
"410","calaveras","2020-04-05","   0","    0","   6","  0","    0","   6"
"411","madera","2020-04-05","   0","    0","   8","  0","    0","   8"
"412","mariposa","2020-04-05","   0","    0","   0","  0","    0","   0"
"413","santa barbara","2020-04-05","   0","    0","  59"," 20","    0","  39"
"414","merced","2020-04-05","   0","    0","   8","  4","    0","   4"
"415","modoc","2020-04-05","   0","    0","   0","  0","    0","   0"
"416","trinity","2020-04-05","   0","    0","   0","  0","    0","   0"
"417","monterey","2020-04-05","   0","    0","  23","  4","    0","  19"
"418","lake","2020-04-05","   0","    0","   3","  2","    0","   1"
"419","siskiyou","2020-04-05","   0","    0","   3","  2","    0","   1"
"420","tuolumne","2020-04-05","   0","    0","   4","  0","    0","   4"
"421","tehama","2020-04-05","   0","    0","   5","  0","    0","   5"
"422","amador","2020-04-05","   0","    0","   2","  0","    0","   2"
"423","del norte","2020-04-05","   0","    0","   1","  0","    0","   1"
"424","marin","2020-04-05","   0","    0","  13","  8","    0","   5"
"425","riverside","2020-04-05","   0","    0"," 130","107","    0","  23"
"426","sutter","2020-04-05","   0","    0","   0","  0","    0","   0"
"427","alameda","2020-04-05","   0","    0"," 113"," 52","    0","  61"
"428","fresno","2020-04-05","   0","    0","  39"," 23","    0","  16"
"429","san francisco","2020-04-05","   0","    0","  74"," 48","    0","  26"
"430","solano","2020-04-05","   0","    0","   3"," 30","    0"," -27"
"431","san diego","2020-04-05","   0","    0"," 247","120","    0"," 127"
"432","humboldt","2020-04-05","   0","    0","   8","  0","    0","   8"
"433","mono","2020-04-05","   0","    0","   2","  0","    0","   2"
"434","shasta","2020-04-05","   0","    0","  13","  4","    0","   9"
"435","sonoma","2020-04-05","   0","    0","  16","  8","    0","   8"
"436","santa clara","2020-04-05","   0","    0","  90"," 86","    0","   4"
"437","sacramento","2020-04-05","   0","    0","  82"," 49","    0","  33"
"438","placer","2020-04-05","   0","    0","  10"," 11","    0","  -1"
"439","el dorado","2020-04-05","   0","    0","   7","  3","    0","   4"
"440","lassen","2020-04-05","   0","    0","   0","  0","    0","   0"
"441","san luis obispo","2020-04-05","   0","    0","  28"," 11","    0","  17"
"442","tulare","2020-04-05","   0","    0","   3"," 10","    0","  -7"
"443","napa","2020-04-05","   0","    0","  11","  1","    0","  10"
"444","glenn","2020-04-05","   0","    0","   0","  0","    0","   0"
"445","santa cruz","2020-04-05","   0","    0","  10","  8","    0","   2"
"446","kern","2020-04-05","   0","    0","  40"," 16","    0","  24"
"447","san bernardino","2020-04-05","   0","    0","  70","113","    0"," -43"
"448","ventura","2020-04-05","   0","    0","  12"," 35","    0"," -23"
"449","plumas","2020-04-05","   0","    0","   0","  0","    0","   0"
"450","mendocino","2020-04-05","   0","    0","   4","  2","    0","   2"
"451","kings","2020-04-05","   0","    0","   0","  2","    0","  -2"
"452","butte","2020-04-06","   0","    0","   9","  6","    0","   3"
"453","san joaquin","2020-04-06","   0","    0","  20"," 17","    0","   3"
"454","humboldt","2020-04-06","   0","    0","   2","  3","    0","  -1"
"455","yolo","2020-04-06","   0","    0","  -3","  7","    0"," -10"
"456","alameda","2020-04-06","   0","    0","  92"," 62","    0","  30"
"457","sutter","2020-04-06","   0","    0","   0","  0","    0","   0"
"458","inyo","2020-04-06","   0","    0","   3","  1","    0","   2"
"459","placer","2020-04-06","   0","    0","  24"," 11","    0","  13"
"460","solano","2020-04-06","   0","    0","  28"," 12","    0","  16"
"461","santa barbara","2020-04-06","   0","    0","  54"," 24","    0","  30"
"462","mendocino","2020-04-06","   0","    0","  10","  2","    0","   8"
"463","san francisco","2020-04-06","   0","    0","  71"," 43","    0","  28"
"464","madera","2020-04-06","   0","    0","   8","  1","    0","   7"
"465","san benito","2020-04-06","   0","    0","   0","  2","    0","  -2"
"466","santa cruz","2020-04-06","   0","    0","   5","  6","    0","  -1"
"467","shasta","2020-04-06","   0","    0","  28","  4","    0","  24"
"468","plumas","2020-04-06","   0","    0","   0","  0","    0","   0"
"469","siskiyou","2020-04-06","   0","    0","   5","  0","    0","   5"
"470","fresno","2020-04-06","   0","    0","  45"," 31","    0","  14"
"471","san mateo","2020-04-06","   0","    0","  36"," 30","    0","   6"
"472","san diego","2020-04-06","   0","    0"," 270","108","    0"," 162"
"473","sonoma","2020-04-06","   0","    0","  20","  6","    0","  14"
"474","yuba","2020-04-06","   0","    0","   7","  4","    0","   3"
"475","del norte","2020-04-06","   0","    0","   0","  0","    0","   0"
"476","kings","2020-04-06","   0","    0","   3","  2","    0","   1"
"477","santa clara","2020-04-06","   0","    0"," 100"," 89","    0","  11"
"478","ventura","2020-04-06","   0","    0","  32"," 29","    0","   3"
"479","amador","2020-04-06","   0","    0","   2","  0","    0","   2"
"480","tehama","2020-04-06","   0","    0","   4","  0","    0","   4"
"481","orange","2020-04-06","   0","    0"," 134","106","    0","  28"
"482","marin","2020-04-06","   0","    0","  13","  8","    0","   5"
"483","los angeles","2020-04-06","   0","    0"," 587","661","    0"," -74"
"484","modoc","2020-04-06","   0","    0","   0","  0","    0","   0"
"485","sacramento","2020-04-06","   0","    0","  75"," 45","    0","  30"
"486","nevada","2020-04-06","   0","    0","   4","  3","    0","   1"
"487","imperial","2020-04-06","   0","    0","   3","  9","    0","  -6"
"488","monterey","2020-04-06","   0","    0","  18","  6","    0","  12"
"489","contra costa","2020-04-06","   0","    0","  78"," 26","    0","  52"
"490","stanislaus","2020-04-06","   0","    0","  37"," 16","    0","  21"
"491","merced","2020-04-06","   0","    0","   4","  2","    0","   2"
"492","lake","2020-04-06","   0","    0","   1","  2","    0","  -1"
"493","calaveras","2020-04-06","   0","    0","   6","  0","    0","   6"
"494","kern","2020-04-06","   0","    0","  39"," 17","    0","  22"
"495","riverside","2020-04-06","   0","    0"," 152","111","    0","  41"
"496","glenn","2020-04-06","   0","    0","   0","  0","    0","   0"
"497","lassen","2020-04-06","   0","    0","   0","  0","    0","   0"
"498","san bernardino","2020-04-06","   0","    0"," 102","103","    0","  -1"
"499","el dorado","2020-04-06","   0","    0","  10","  0","    0","  10"
"500","tulare","2020-04-06","   0","    0","  16"," 11","    0","   5"
"501","tuolumne","2020-04-06","   0","    0","   0","  0","    0","   0"
"502","napa","2020-04-06","   0","    0","  15","  0","    0","  15"
"503","trinity","2020-04-06","   0","    0","   0","  0","    0","   0"
"504","san luis obispo","2020-04-06","   0","    0","  42","  4","    0","  38"
"505","mono","2020-04-06","   0","    0","   2","  0","    0","   2"
"506","colusa","2020-04-06","   0","    0","   6","  0","    0","   6"
"507","mariposa","2020-04-06","   0","    0","   0","  0","    0","   0"
"508","san joaquin","2020-04-07","   0","    0","  20"," 18","    0","   2"
"509","los angeles","2020-04-07","   0","    0"," 603","679","    0"," -76"
"510","san benito","2020-04-07","   0","    0","   0","  2","    0","  -2"
"511","orange","2020-04-07","   0","    0"," 136","100","    0","  36"
"512","alameda","2020-04-07","   0","    0","  90"," 68","    0","  22"
"513","plumas","2020-04-07","   0","    0","   0","  0","    0","   0"
"514","modoc","2020-04-07","   0","    0","   0","  0","    0","   0"
"515","san francisco","2020-04-07","   0","    0","  57"," 45","    0","  12"
"516","stanislaus","2020-04-07","   0","    0","  32"," 22","    0","  10"
"517","lassen","2020-04-07","   0","    0","   0","  0","    0","   0"
"518","san luis obispo","2020-04-07","   0","    0","  30","  6","    0","  24"
"519","san diego","2020-04-07","   0","    0"," 189","116","    0","  73"
"520","santa barbara","2020-04-07","   0","    0","  48"," 24","    0","  24"
"521","kern","2020-04-07","   0","    0","  50"," 27","    0","  23"
"522","kings","2020-04-07","   0","    0","   3","  2","    0","   1"
"523","tuolumne","2020-04-07","   0","    0","   0","  0","    0","   0"
"524","napa","2020-04-07","   0","    0","   7","  3","    0","   4"
"525","colusa","2020-04-07","   0","    0","   6","  0","    0","   6"
"526","el dorado","2020-04-07","   0","    0","  10","  3","    0","   7"
"527","sutter","2020-04-07","   0","    0","   0","  0","    0","   0"
"528","contra costa","2020-04-07","   0","    0","  82"," 26","    0","  56"
"529","yolo","2020-04-07","   0","    0","   4","  3","    0","   1"
"530","nevada","2020-04-07","   0","    0","   3","  3","    0","   0"
"531","siskiyou","2020-04-07","   0","    0","   5","  1","    0","   4"
"532","tehama","2020-04-07","   0","    0","   2","  0","    0","   2"
"533","santa cruz","2020-04-07","   0","    0","   4","  7","    0","  -3"
"534","butte","2020-04-07","   0","    0","   6","  6","    0","   0"
"535","mariposa","2020-04-07","   0","    0","   0","  0","    0","   0"
"536","placer","2020-04-07","   0","    0","  20"," 12","    0","   8"
"537","marin","2020-04-07","   0","    0","  12","  8","    0","   4"
"538","mono","2020-04-07","   0","    0","   2","  0","    0","   2"
"539","del norte","2020-04-07","   0","    0","   2","  1","    0","   1"
"540","santa clara","2020-04-07","   0","    0"," 105"," 84","    0","  21"
"541","monterey","2020-04-07","   0","    0","  21","  9","    0","  12"
"542","san mateo","2020-04-07","   0","    0","  35"," 28","    0","   7"
"543","lake","2020-04-07","   0","    0","   1","  0","    0","   1"
"544","sonoma","2020-04-07","   0","    0","  21","  8","    0","  13"
"545","inyo","2020-04-07","   0","    0","   3","  1","    0","   2"
"546","amador","2020-04-07","   0","    0","   3","  0","    0","   3"
"547","ventura","2020-04-07","   0","    0","  31"," 29","    0","   2"
"548","sacramento","2020-04-07","   0","    0","  72"," 46","    0","  26"
"549","shasta","2020-04-07","   0","    0","   6","  5","    0","   1"
"550","calaveras","2020-04-07","   0","    0","   8","  0","    0","   8"
"551","solano","2020-04-07","   0","    0","  31"," 13","    0","  18"
"552","trinity","2020-04-07","   0","    0","   0","  0","    0","   0"
"553","glenn","2020-04-07","   0","    0","   0","  0","    0","   0"
"554","merced","2020-04-07","   0","    0","   3","  3","    0","   0"
"555","riverside","2020-04-07","   0","    0"," 129","114","    0","  15"
"556","madera","2020-04-07","   0","    0","   7","  1","    0","   6"
"557","fresno","2020-04-07","   0","    0","  50"," 24","    0","  26"
"558","tulare","2020-04-07","   0","    0","  10"," 11","    0","  -1"
"559","yuba","2020-04-07","   0","    0","   6","  6","    0","   0"
"560","imperial","2020-04-07","   0","    0","   3","  9","    0","  -6"
"561","humboldt","2020-04-07","   0","    0","   7","  0","    0","   7"
"562","san bernardino","2020-04-07","   0","    0"," 126","103","    0","  23"
"563","mendocino","2020-04-07","   0","    0","   9","  0","    0","   9"
"564","placer","2020-04-08","   0","    0","  19"," 12","    0","   7"
"565","marin","2020-04-08","   0","    0","  17","  6","    0","  11"
"566","mono","2020-04-08","   0","    0","   2","  0","    0","   2"
"567","humboldt","2020-04-08","   0","    0","   6","  0","    0","   6"
"568","contra costa","2020-04-08","   0","    0","  78"," 31","    0","  47"
"569","glenn","2020-04-08","   0","    0","   0","  0","    0","   0"
"570","calaveras","2020-04-08","   0","    0","   8","  0","    0","   8"
"571","inyo","2020-04-08","   0","    0","   2","  2","    0","   0"
"572","amador","2020-04-08","   0","    0","   1","  0","    0","   1"
"573","del norte","2020-04-08","   0","    0","   4","  1","    0","   3"
"574","yolo","2020-04-08","   0","    0","   6","  3","    0","   3"
"575","sonoma","2020-04-08","   0","    0","  18","  7","    0","  11"
"576","sutter","2020-04-08","   0","    0","   0","  0","    0","   0"
"577","tehama","2020-04-08","   0","    0","   4","  0","    0","   4"
"578","nevada","2020-04-08","   0","    0","   6","  4","    0","   2"
"579","merced","2020-04-08","   0","    0","   5","  2","    0","   3"
"580","madera","2020-04-08","   0","    0","   7","  1","    0","   6"
"581","solano","2020-04-08","   0","    0","  27"," 10","    0","  17"
"582","lake","2020-04-08","   0","    0","   1","  1","    0","   0"
"583","imperial","2020-04-08","   0","    0","   3"," 11","    0","  -8"
"584","siskiyou","2020-04-08","   0","    0","   5","  1","    0","   4"
"585","kings","2020-04-08","   0","    0","   1","  2","    0","  -1"
"586","napa","2020-04-08","   0","    0","   5","  1","    0","   4"
"587","tulare","2020-04-08","   0","    0","  22","  7","    0","  15"
"588","orange","2020-04-08","   0","    0"," 201"," 83","    0"," 118"
"589","lassen","2020-04-08","   0","    0","   0","  0","    0","   0"
"590","stanislaus","2020-04-08","   0","    0","  58"," 16","    0","  42"
"591","mendocino","2020-04-08","   0","    0","   7","  0","    0","   7"
"592","butte","2020-04-08","   0","    0","   4","  8","    0","  -4"
"593","los angeles","2020-04-08","   0","    0"," 582","743","    0","-161"
"594","san joaquin","2020-04-08","   0","    0","  18"," 19","    0","  -1"
"595","fresno","2020-04-08","   0","    0","  64"," 18","    0","  46"
"596","ventura","2020-04-08","   0","    0","  31"," 23","    0","   8"
"597","alameda","2020-04-08","   0","    0"," 111"," 63","    0","  48"
"598","san luis obispo","2020-04-08","   0","    0","  22"," 13","    0","   9"
"599","santa clara","2020-04-08","   0","    0"," 104"," 76","    0","  28"
"600","colusa","2020-04-08","   0","    0","   6","  0","    0","   6"
"601","monterey","2020-04-08","   0","    0","  24","  5","    0","  19"
"602","santa cruz","2020-04-08","   0","    0","   8","  7","    0","   1"
"603","plumas","2020-04-08","   0","    0","   0","  0","    0","   0"
"604","santa barbara","2020-04-08","   0","    0","  51"," 20","    0","  31"
"605","san benito","2020-04-08","   0","    0","   1","  1","    0","   0"
"606","mariposa","2020-04-08","   0","    0","   0","  0","    0","   0"
"607","kern","2020-04-08","   0","    0","  32"," 19","    0","  13"
"608","yuba","2020-04-08","   0","    0","   5","  4","    0","   1"
"609","sacramento","2020-04-08","   0","    0","  73"," 40","    0","  33"
"610","san bernardino","2020-04-08","   0","    0"," 144","104","    0","  40"
"611","san francisco","2020-04-08","   0","    0","  55"," 53","    0","   2"
"612","el dorado","2020-04-08","   0","    0","  10","  1","    0","   9"
"613","tuolumne","2020-04-08","   0","    0","   1","  0","    0","   1"
"614","san diego","2020-04-08","   0","    0"," 183","116","    0","  67"
"615","modoc","2020-04-08","   0","    0","   0","  0","    0","   0"
"616","trinity","2020-04-08","   0","    0","   0","  0","    0","   0"
"617","riverside","2020-04-08","   0","    0"," 154"," 97","    0","  57"
"618","san mateo","2020-04-08","   0","    0","  32"," 27","    0","   5"
"619","shasta","2020-04-08","   0","    0","  10","  4","    0","   6"
"620","yuba","2020-04-09","   0","    0","   6","  6","    0","   0"
"621","mariposa","2020-04-09","   0","    0","   0","  0","    0","   0"
