"","county","date","hospitalized_covid_patients","all_hospital_beds","icu_available_beds","icu_combined","hospital_capactity","icu_capacity"
"2671","yolo","2020-05-15","   0","  186","   3","  0","  186","   3"
"2672","fresno","2020-05-15","  91"," 2128","  81"," 18"," 2037","  63"
"2673","tehama","2020-05-15","   1","  106","   4","  1","  105","   3"
"2674","solano","2020-05-15","  40","  707","  50","  9","  667","  41"
"2675","santa cruz","2020-05-15","   1","  397","  13","  0","  396","  13"
"2676","humboldt","2020-05-15","   9","  352","   6","  1","  343","   5"
"2677","yuba","2020-05-15","   0","  445","  12","  0","  445","  12"
"2678","amador","2020-05-15","   0","   51","   0","  0","   51","   0"
"2679","santa clara","2020-05-15","  75"," 3318"," 164"," 25"," 3243"," 139"
"2680","orange","2020-05-15"," 310"," 7007"," 339","124"," 6697"," 215"
"2681","san mateo","2020-05-15","  54"," 1096","  40"," 16"," 1042","  24"
"2682","ventura","2020-05-15","  47"," 1340","  54"," 19"," 1293","  35"
"2683","colusa","2020-05-15","   0","   88","   6","  0","   88","   6"
"2684","calaveras","2020-05-15","   1","   50","  10","  1","   49","   9"
"2685","placer","2020-05-15","  29","  753","  32","  5","  724","  27"
"2686","butte","2020-05-15","   4","  448","  14","  1","  444","  13"
"2687","siskiyou","2020-05-15","   0","   65","   5","  0","   65","   5"
"2688","kern","2020-05-15","  52"," 1721","  82"," 18"," 1669","  64"
"2689","alameda","2020-05-15"," 148"," 2446"," 117"," 57"," 2298","  60"
"2690","mendocino","2020-05-15","   0","  180","   4","  0","  180","   4"
"2691","el dorado","2020-05-15","   0","  199","  10","  0","  199","  10"
"2692","stanislaus","2020-05-15","  38"," 1369","  80","  5"," 1331","  75"
"2693","colusa","2020-05-16","   0","   88","   6","  0","   88","   6"
"2694","los angeles","2020-05-16","2086","23918","1207","563","21832"," 644"
"2695","san bernardino","2020-05-16"," 201"," 4821"," 145"," 67"," 4620","  78"
"2696","el dorado","2020-05-16","   4","  199","   8","  1","  195","   7"
"2697","mariposa","2020-05-16","   0","   30","   0","  0","   30","   0"
"2698","placer","2020-05-16","  28","  753","  38","  7","  725","  31"
"2699","modoc","2020-05-16","   0","   41","   0","  0","   41","   0"
"2700","santa cruz","2020-05-16","   1","  397","  15","  0","  396","  15"
"2701","fresno","2020-05-16","  97"," 2139","  85"," 20"," 2042","  65"
"2702","san joaquin","2020-05-16","  30"," 1366","  21"," 12"," 1336","   9"
"2703","mendocino","2020-05-16","   0","  180","   5","  0","  180","   5"
"2704","siskiyou","2020-05-16","   1","   65","   3","  1","   64","   2"
"2705","plumas","2020-05-16","   0","   45","   0","  0","   45","   0"
"2706","butte","2020-05-16","   3","  448","  20","  1","  445","  19"
"2707","yolo","2020-05-16","   1","  186","   2","  0","  185","   2"
"2708","napa","2020-05-16","   4","  387","   6","  1","  383","   5"
"2709","mono","2020-05-16","   0","   17","   2","  0","   17","   2"
"2710","humboldt","2020-05-16","   7","  352","   5","  1","  345","   4"
"2711","lake","2020-05-16","   0","  110","   2","  0","  110","   2"
"2712","tuolumne","2020-05-16","   0","  151","   6","  0","  151","   6"
"2713","kern","2020-05-16","  51"," 1713","  77"," 19"," 1662","  58"
"2714","del norte","2020-05-16","   0","   51","   2","  0","   51","   2"
"2715","san luis obispo","2020-05-16","   6","  526","  25","  2","  520","  23"
"2716","san diego","2020-05-16"," 370"," 6144"," 326","153"," 5774"," 173"
"2717","santa clara","2020-05-16","  90"," 3318"," 177"," 28"," 3228"," 149"
"2718","orange","2020-05-16"," 325"," 7007"," 345","121"," 6682"," 224"
"2719","sacramento","2020-05-16","  46"," 2370"," 100"," 12"," 2324","  88"
"2720","glenn","2020-05-16","   0","    0","   0","  0","    0","   0"
"2721","riverside","2020-05-16"," 266"," 3957"," 194"," 85"," 3691"," 109"
"2722","marin","2020-05-16","  11","  390","  15","  0","  379","  15"
"2723","alameda","2020-05-16"," 145"," 2446"," 114"," 50"," 2301","  64"
"2724","monterey","2020-05-16","   9","  811"," 104","  4","  802"," 100"
"2725","nevada","2020-05-16","   0","  113","   7","  2","  113","   5"
"2726","ventura","2020-05-16","  50"," 1333","  47"," 21"," 1283","  26"
"2727","santa barbara","2020-05-16","  34","  717","  63"," 15","  683","  48"
"2728","kings","2020-05-16","  22","  199","   2","  3","  177","  -1"
"2729","san francisco","2020-05-16","  74"," 2619"," 106"," 24"," 2545","  82"
"2730","san benito","2020-05-16","   1","   25","   2","  1","   24","   1"
"2731","amador","2020-05-16","   0","   51","   2","  0","   51","   2"
"2732","merced","2020-05-16","   7","  242","   4","  5","  235","  -1"
"2733","sonoma","2020-05-16","  36","  871","  54","  2","  835","  52"
"2734","imperial","2020-05-16","  61","  260","   8"," 18","  199"," -10"
"2735","shasta","2020-05-16","   0","  667","   7","  0","  667","   7"
"2736","tulare","2020-05-16","  41","  920","  14"," 10","  879","   4"
"2737","trinity","2020-05-16","   0","   54","   0","  0","   54","   0"
"2738","calaveras","2020-05-16","   0","   50","  10","  0","   50","  10"
"2739","san mateo","2020-05-16","  54"," 1096","  43"," 14"," 1042","  29"
"2740","solano","2020-05-16","  40","  707","  46"," 10","  667","  36"
"2741","contra costa","2020-05-16","  50"," 1628"," 105"," 17"," 1578","  88"
"2742","yuba","2020-05-16","   0","  445","  11","  0","  445","  11"
"2743","stanislaus","2020-05-16","  39"," 1369","  82","  3"," 1330","  79"
"2744","inyo","2020-05-16","   0","   42","   4","  0","   42","   4"
"2745","lassen","2020-05-16","   0","   25","   0","  0","   25","   0"
"2746","madera","2020-05-16","   0","  528","  28","  0","  528","  28"
"2747","sutter","2020-05-16","   0","   14","   0","  0","   14","   0"
"2748","tehama","2020-05-16","   0","  106","   4","  0","  106","   4"
"2749","yuba","2020-05-17","   1","  445","  10","  0","  444","  10"
"2750","kings","2020-05-17","  25","  199","   5","  5","  174","   0"
"2751","colusa","2020-05-17","   0","   88","   6","  0","   88","   6"
"2752","san bernardino","2020-05-17"," 210"," 4821"," 184"," 67"," 4611"," 117"
"2753","trinity","2020-05-17","   0","   54","   0","  0","   54","   0"
"2754","amador","2020-05-17","   0","   51","   1","  0","   51","   1"
"2755","kern","2020-05-17","  48"," 1743","  71"," 18"," 1695","  53"
"2756","santa clara","2020-05-17","  82"," 3318"," 192"," 25"," 3236"," 167"
"2757","lassen","2020-05-17","   0","   25","   0","  0","   25","   0"
"2758","placer","2020-05-17","  27","  753","  38","  7","  726","  31"
"2759","del norte","2020-05-17","   0","   51","   3","  0","   51","   3"
"2760","inyo","2020-05-17","   0","   42","   4","  0","   42","   4"
"2761","san benito","2020-05-17","   1","   25","   1","  1","   24","   0"
"2762","calaveras","2020-05-17","   0","   50","  11","  0","   50","  11"
"2763","imperial","2020-05-17","  71","  268","   5"," 18","  197"," -13"
"2764","san diego","2020-05-17"," 380"," 6131"," 364","150"," 5751"," 214"
"2765","orange","2020-05-17"," 355"," 7007"," 341","135"," 6652"," 206"
"2766","los angeles","2020-05-17","2107","23854","1233","575","21747"," 658"
"2767","shasta","2020-05-17","   0","  667","   6","  1","  667","   5"
"2768","lake","2020-05-17","   0","  110","   1","  0","  110","   1"
"2769","tehama","2020-05-17","   0","  106","   3","  0","  106","   3"
"2770","sacramento","2020-05-17","  56"," 2350"," 107"," 14"," 2294","  93"
"2771","humboldt","2020-05-17","   5","  352","   6","  1","  347","   5"
"2772","el dorado","2020-05-17","   4","  199","  11","  2","  195","   9"
"2773","glenn","2020-05-17","   0","    0","   0","  0","    0","   0"
"2774","butte","2020-05-17","   2","  448","  22","  1","  446","  21"
"2775","fresno","2020-05-17"," 106"," 2133","  94"," 28"," 2027","  66"
"2776","tuolumne","2020-05-17","   0","  151","   3","  0","  151","   3"
"2777","riverside","2020-05-17"," 277"," 3945"," 187"," 86"," 3668"," 101"
"2778","san francisco","2020-05-17","  71"," 2619"," 101"," 23"," 2548","  78"
"2779","contra costa","2020-05-17","  55"," 1628"," 110"," 18"," 1573","  92"
"2780","modoc","2020-05-17","   1","   41","   0","  0","   40","   0"
"2781","napa","2020-05-17","   3","  387","   6","  1","  384","   5"
"2782","san mateo","2020-05-17","  55"," 1096","  40"," 15"," 1041","  25"
"2783","mendocino","2020-05-17","   1","  180","   4","  1","  179","   3"
"2784","solano","2020-05-17","  47","  707","  46"," 10","  660","  36"
"2785","alameda","2020-05-17"," 146"," 2446"," 125"," 53"," 2300","  72"
"2786","nevada","2020-05-17","   0","  117","   7","  1","  117","   6"
"2787","monterey","2020-05-17","  10","  811"," 102","  4","  801","  98"
"2788","ventura","2020-05-17","  44"," 1314","  45"," 13"," 1270","  32"
"2789","santa barbara","2020-05-17","  31","  717","  62"," 16","  686","  46"
"2790","merced","2020-05-17","   9","  242","   4","  5","  233","  -1"
"2791","tulare","2020-05-17","  41","  881","  14"," 10","  840","   4"
"2792","madera","2020-05-17","   0","  528","  53","  0","  528","  53"
"2793","yolo","2020-05-17","   0","  186","   1","  2","  186","  -1"
"2794","marin","2020-05-17","  12","  390","  15","  0","  378","  15"
"2795","mariposa","2020-05-17","   1","   30","   0","  0","   29","   0"
"2796","mono","2020-05-17","   0","   17","   2","  0","   17","   2"
"2797","stanislaus","2020-05-17","  41"," 1369","  85","  3"," 1328","  82"
"2798","siskiyou","2020-05-17","   1","   65","   3","  1","   64","   2"
"2799","sutter","2020-05-17","   0","   14","   0","  0","   14","   0"
"2800","sonoma","2020-05-17","  31","  871","  55","  3","  840","  52"
"2801","santa cruz","2020-05-17","   1","  397","  15","  0","  396","  15"
"2802","plumas","2020-05-17","   0","   45","   0","  0","   45","   0"
"2803","san luis obispo","2020-05-17","   5","  526","  21","  2","  521","  19"
"2804","san joaquin","2020-05-17","  28"," 1366","  21"," 10"," 1338","  11"
"2805","yuba","2020-05-18","   1","  445","  13","  0","  444","  13"
"2806","shasta","2020-05-18","   0","  667","   5","  0","  667","   5"
"2807","santa clara","2020-05-18","  79"," 3318"," 201"," 22"," 3239"," 179"
"2808","sonoma","2020-05-18","  23","  871","  53","  4","  848","  49"
"2809","el dorado","2020-05-18","   4","  199","  13","  2","  195","  11"
"2810","lassen","2020-05-18","   1","   25","   0","  0","   24","   0"
"2811","tulare","2020-05-18","  36","  920","  29"," 10","  884","  19"
"2812","sutter","2020-05-18","   0","   14","   0","  0","   14","   0"
"2813","nevada","2020-05-18","   0","  107","   8","  0","  107","   8"
"2814","alameda","2020-05-18"," 138"," 2968"," 120"," 52"," 2830","  68"
"2815","los angeles","2020-05-18","2051","23910","1221","570","21859"," 651"
"2816","inyo","2020-05-18","   0","   42","   4","  0","   42","   4"
"2817","colusa","2020-05-18","   1","   88","   5","  1","   87","   4"
"2818","orange","2020-05-18"," 341"," 7007"," 387","123"," 6666"," 264"
"2819","del norte","2020-05-18","   0","   51","   2","  0","   51","   2"
"2820","sacramento","2020-05-18","  71"," 2367"," 113"," 18"," 2296","  95"
"2821","contra costa","2020-05-18","  70"," 1628"," 122"," 19"," 1558"," 103"
"2822","san luis obispo","2020-05-18","   3","  526","  22","  2","  523","  20"
"2823","trinity","2020-05-18","   0","   54","   0","  0","   54","   0"
"2824","madera","2020-05-18","   2","  528","   4","  0","  526","   4"
"2825","tuolumne","2020-05-18","   0","  151","   1","  0","  151","   1"
"2826","santa cruz","2020-05-18","   2","  397","  15","  0","  395","  15"
"2827","san bernardino","2020-05-18"," 221"," 4821"," 197"," 66"," 4600"," 131"
"2828","san joaquin","2020-05-18","  32"," 1366","  31","  9"," 1334","  22"
"2829","riverside","2020-05-18"," 281"," 3994"," 210"," 86"," 3713"," 124"
"2830","san mateo","2020-05-18","  60"," 1096","  41"," 15"," 1036","  26"
"2831","glenn","2020-05-18","   0","    0","   0","  0","    0","   0"
"2832","imperial","2020-05-18","  74","  187","  11"," 17","  113","  -6"
"2833","solano","2020-05-18","  43","  707","  42"," 11","  664","  31"
"2834","santa barbara","2020-05-18","  27","  717","  70"," 14","  690","  56"
"2835","lake","2020-05-18","   2","  110","   3","  0","  108","   3"
"2836","tehama","2020-05-18","   1","  106","   3","  0","  105","   3"
"2837","placer","2020-05-18","  35","  753","  40","  4","  718","  36"
"2838","calaveras","2020-05-18","   0","   50","  11","  0","   50","  11"
"2839","monterey","2020-05-18","   9","  811"," 106","  4","  802"," 102"
"2840","mariposa","2020-05-18","   2","   30","   0","  0","   28","   0"
"2841","san benito","2020-05-18","   1","   25","   1","  1","   24","   0"
"2842","merced","2020-05-18","   6","  242","   7","  5","  236","   2"
"2843","siskiyou","2020-05-18","   0","   65","   4","  0","   65","   4"
"2844","humboldt","2020-05-18","   5","  352","   3","  1","  347","   2"
"2845","mono","2020-05-18","   0","   17","   2","  0","   17","   2"
"2846","napa","2020-05-18","   1","  387","  10","  2","  386","   8"
"2847","amador","2020-05-18","   1","   51","   4","  1","   50","   3"
"2848","yolo","2020-05-18","   0","  186","   3","  0","  186","   3"
"2849","modoc","2020-05-18","   1","   41","   0","  0","   40","   0"
"2850","stanislaus","2020-05-18","  38"," 1369","  77","  2"," 1331","  75"
"2851","mendocino","2020-05-18","   1","  180","   4","  1","  179","   3"
"2852","kings","2020-05-18","  25","  199","   2","  6","  174","  -4"
"2853","ventura","2020-05-18","  49"," 1307","  39"," 18"," 1258","  21"
"2854","san diego","2020-05-18"," 378"," 6040"," 341","149"," 5662"," 192"
"2855","plumas","2020-05-18","   0","   45","   0","  0","   45","   0"
"2856","butte","2020-05-18","   3","  448","  22","  1","  445","  21"
"2857","marin","2020-05-18","  12","  390","  17","  3","  378","  14"
"2858","fresno","2020-05-18"," 105"," 2135","  99"," 19"," 2030","  80"
"2859","kern","2020-05-18","  48"," 1704","  72"," 18"," 1656","  54"
"2860","san francisco","2020-05-18","  79"," 2619"," 115"," 31"," 2540","  84"
"2861","solano","2020-05-19","  47","  707","  42"," 12","  660","  30"
"2862","glenn","2020-05-19","   0","    0","   0","  0","    0","   0"
"2863","modoc","2020-05-19","   1","   41","   0","  0","   40","   0"
"2864","yuba","2020-05-19","   1","  445","  10","  0","  444","  10"
"2865","stanislaus","2020-05-19","  48"," 1369","  87","  5"," 1321","  82"
"2866","sacramento","2020-05-19"," 101"," 2392"," 115"," 16"," 2291","  99"
"2867","marin","2020-05-19","  24","  390","  14","  2","  366","  12"
"2868","kern","2020-05-19","  53"," 1735","  72"," 21"," 1682","  51"
"2869","shasta","2020-05-19","   0","  667","   4","  0","  667","   4"
"2870","orange","2020-05-19"," 366"," 7007"," 352","135"," 6641"," 217"
"2871","los angeles","2020-05-19","2136","23675","1216","560","21539"," 656"
"2872","san luis obispo","2020-05-19","   3","  526","  20","  2","  523","  18"
"2873","calaveras","2020-05-19","   0","   50","  11","  0","   50","  11"
"2874","lake","2020-05-19","   1","  110","   1","  1","  109","   0"
"2875","mono","2020-05-19","   0","   17","   2","  0","   17","   2"
"2876","madera","2020-05-19","   1","  528","  23","  0","  527","  23"
"2877","tehama","2020-05-19","   0","  106","   6","  0","  106","   6"
"2878","sutter","2020-05-19","   0","   14","   0","  0","   14","   0"
"2879","monterey","2020-05-19","  11","  811"," 102","  4","  800","  98"
"2880","el dorado","2020-05-19","   2","  199","  10","  2","  197","   8"
"2881","amador","2020-05-19","   0","   51","   3","  0","   51","   3"
"2882","ventura","2020-05-19","  60"," 1336","  41"," 19"," 1276","  22"
"2883","mariposa","2020-05-19","   3","   30","   0","  0","   27","   0"
"2884","san bernardino","2020-05-19"," 210"," 4821"," 206"," 75"," 4611"," 131"
"2885","placer","2020-05-19","  48","  753","  38","  6","  705","  32"
"2886","alameda","2020-05-19"," 191"," 2968"," 122"," 56"," 2777","  66"
"2887","lassen","2020-05-19","   1","   25","   0","  0","   24","   0"
"2888","san francisco","2020-05-19","  74"," 2619"," 114"," 20"," 2545","  94"
"2889","del norte","2020-05-19","   0","   51","   1","  0","   51","   1"
"2890","santa barbara","2020-05-19","  28","  717","  61"," 13","  689","  48"
"2891","trinity","2020-05-19","   0","   54","   0","  0","   54","   0"
"2892","san joaquin","2020-05-19","  33"," 1366","  27"," 12"," 1333","  15"
"2893","butte","2020-05-19","   1","  448","  23","  1","  447","  22"
"2894","santa cruz","2020-05-19","   1","  397","  13","  0","  396","  13"
"2895","colusa","2020-05-19","   1","   88","   5","  1","   87","   4"
"2896","merced","2020-05-19","   8","  242","   2","  4","  234","  -2"
"2897","san benito","2020-05-19","   1","   25","   1","  1","   24","   0"
"2898","kings","2020-05-19","  24","  199","   0","  6","  175","  -6"
"2899","yolo","2020-05-19","   0","  186","   4","  0","  186","   4"
"2900","napa","2020-05-19","   1","  387","  14","  2","  386","  12"
"2901","imperial","2020-05-19","  78","  200","  10"," 19","  122","  -9"
"2902","tuolumne","2020-05-19","   0","  151","   1","  0","  151","   1"
"2903","plumas","2020-05-19","   0","   45","   0","  0","   45","   0"
"2904","san mateo","2020-05-19","  71"," 1096","  26"," 15"," 1025","  11"
"2905","fresno","2020-05-19"," 107"," 2138","  88"," 24"," 2031","  64"
"2906","inyo","2020-05-19","   0","   42","   4","  0","   42","   4"
"2907","humboldt","2020-05-19","   7","  352","   6","  1","  345","   5"
"2908","mendocino","2020-05-19","   1","  180","   6","  1","  179","   5"
"2909","contra costa","2020-05-19","  88"," 1628"," 117"," 17"," 1540"," 100"
"2910","tulare","2020-05-19","  42","  920","  22"," 11","  878","  11"
"2911","nevada","2020-05-19","   0","  113","   9","  0","  113","   9"
"2912","riverside","2020-05-19"," 292"," 3999"," 191","100"," 3707","  91"
"2913","sonoma","2020-05-19","  28","  871","  54","  4","  843","  50"
"2914","san diego","2020-05-19"," 387"," 6142"," 311","155"," 5755"," 156"
"2915","santa clara","2020-05-19"," 100"," 3318"," 195"," 22"," 3218"," 173"
"2916","siskiyou","2020-05-19","   0","   65","   3","  0","   65","   3"
"2917","trinity","2020-05-20","   0","   54","   0","  0","   54","   0"
"2918","riverside","2020-05-20"," 290"," 4010"," 144"," 95"," 3720","  49"
"2919","solano","2020-05-20","  55","  707","  44"," 11","  652","  33"
"2920","glenn","2020-05-20","   0","    0","   0","  0","    0","   0"
"2921","yolo","2020-05-20","   0","  186","   7","  0","  186","   7"
"2922","del norte","2020-05-20","   0","   51","   0","  0","   51","   0"
"2923","lassen","2020-05-20","   1","   25","   0","  0","   24","   0"
"2924","nevada","2020-05-20","   0","  116","   9","  0","  116","   9"
"2925","mariposa","2020-05-20","   2","   30","   0","  0","   28","   0"
"2926","napa","2020-05-20","   1","  387","   6","  2","  386","   4"
"2927","calaveras","2020-05-20","   0","   50","  10","  0","   50","  10"
"2928","el dorado","2020-05-20","   2","  199","   7","  2","  197","   5"
"2929","san francisco","2020-05-20","  79"," 2619"," 113"," 27"," 2540","  86"
"2930","plumas","2020-05-20","   0","   45","   0","  0","   45","   0"
"2931","humboldt","2020-05-20","  12","  352","   4","  2","  340","   2"
"2932","butte","2020-05-20","   5","  448","  20","  2","  443","  18"
"2933","sacramento","2020-05-20"," 103"," 2378"," 106"," 17"," 2275","  89"
"2934","san joaquin","2020-05-20","  38"," 1366","  27","  9"," 1328","  18"
"2935","tehama","2020-05-20","   0","  106","   7","  0","  106","   7"
"2936","amador","2020-05-20","   0","   51","   2","  0","   51","   2"
"2937","mono","2020-05-20","   0","   17","   2","  0","   17","   2"
"2938","placer","2020-05-20","  56","  753","  45","  5","  697","  40"
"2939","imperial","2020-05-20","  83","  214","   8"," 22","  131"," -14"
"2940","sutter","2020-05-20","   0","   14","   0","  0","   14","   0"
"2941","siskiyou","2020-05-20","   0","   65","   4","  0","   65","   4"
"2942","san benito","2020-05-20","   1","   25","   0","  1","   24","  -1"
"2943","merced","2020-05-20","   9","  242","   1","  4","  233","  -3"
"2944","los angeles","2020-05-20","2067","23670","1253","539","21603"," 714"
"2945","yuba","2020-05-20","   1","  445","  11","  0","  444","  11"
"2946","modoc","2020-05-20","   1","   41","   0","  0","   40","   0"
"2947","santa cruz","2020-05-20","   3","  397","  16","  0","  394","  16"
"2948","alameda","2020-05-20"," 215"," 2968"," 112"," 63"," 2753","  49"
"2949","kings","2020-05-20","  26","  199","   5","  5","  173","   0"
"2950","inyo","2020-05-20","   0","   42","   2","  0","   42","   2"
"2951","kern","2020-05-20","  56"," 1735","  66"," 23"," 1679","  43"
"2952","marin","2020-05-20","  29","  390","  20","  0","  361","  20"
"2953","santa clara","2020-05-20","  96"," 3318"," 170"," 21"," 3222"," 149"
"2954","sonoma","2020-05-20","  36","  871","  52","  4","  835","  48"
"2955","stanislaus","2020-05-20","  48"," 1369","  80","  8"," 1321","  72"
"2956","santa barbara","2020-05-20","  27","  717","  60"," 12","  690","  48"
"2957","mendocino","2020-05-20","   1","  180","   7","  1","  179","   6"
"2958","colusa","2020-05-20","   0","   88","   6","  0","   88","   6"
"2959","madera","2020-05-20","   4","  528","  21","  0","  524","  21"
"2960","orange","2020-05-20"," 388"," 7007"," 382","130"," 6619"," 252"
"2961","monterey","2020-05-20","  10","  811"," 103","  4","  801","  99"
"2962","lake","2020-05-20","   2","  110","   3","  0","  108","   3"
"2963","tulare","2020-05-20","  45","  920","  21"," 12","  875","   9"
"2964","san bernardino","2020-05-20"," 216"," 4821"," 213"," 65"," 4605"," 148"
"2965","san mateo","2020-05-20","  74"," 1096","  25"," 17"," 1022","   8"
"2966","san diego","2020-05-20"," 404"," 6207"," 322","150"," 5803"," 172"
"2967","contra costa","2020-05-20","  82"," 1628"," 128"," 15"," 1546"," 113"
"2968","fresno","2020-05-20","  97"," 2140","  97"," 18"," 2043","  79"
"2969","tuolumne","2020-05-20","   0","  151","   4","  0","  151","   4"
"2970","ventura","2020-05-20","  62"," 1339","  39"," 21"," 1277","  18"
"2971","san luis obispo","2020-05-20","   8","  526","  21","  3","  518","  18"
"2972","shasta","2020-05-20","   0","  667","   6","  0","  667","   6"
"2973","mendocino","2020-05-21","   1","  180","   7","  1","  179","   6"
"2974","san luis obispo","2020-05-21","   7","  473","  20","  3","  466","  17"
"2975","tulare","2020-05-21","  40","  920","   9","  9","  880","   0"
"2976","inyo","2020-05-21","   0","   42","   2","  0","   42","   2"
"2977","lake","2020-05-21","   0","  110","   3","  0","  110","   3"
"2978","merced","2020-05-21","   6","  242","   3","  4","  236","  -1"
"2979","tehama","2020-05-21","   0","  106","   8","  0","  106","   8"
"2980","yolo","2020-05-21","   3","  186","   5","  1","  183","   4"
"2981","san diego","2020-05-21"," 378"," 6180"," 313","145"," 5802"," 168"
"2982","kern","2020-05-21","  54"," 1728","  73"," 20"," 1674","  53"
"2983","placer","2020-05-21","  66","  753","  35","  9","  687","  26"
"2984","san joaquin","2020-05-21","  31"," 1366","  28"," 13"," 1335","  15"
"2985","lassen","2020-05-21","   1","   25","   0","  0","   24","   0"
"2986","imperial","2020-05-21","  78","  210","  10"," 22","  132"," -12"
"2987","monterey","2020-05-21","   9","  811"," 103","  4","  802","  99"
"2988","ventura","2020-05-21","  49"," 1329","  44"," 15"," 1280","  29"
"2989","mariposa","2020-05-21","   0","   30","   0","  0","   30","   0"
"2990","santa barbara","2020-05-21","  30","  717","  58"," 10","  687","  48"
"2991","calaveras","2020-05-21","   1","   50","   9","  1","   49","   8"
"2992","trinity","2020-05-21","   0","   54","   0","  0","   54","   0"
"2993","el dorado","2020-05-21","   2","  199","   6","  2","  197","   4"
"2994","sutter","2020-05-21","   0","   14","   0","  0","   14","   0"
"2995","nevada","2020-05-21","   0","  112","   6","  0","  112","   6"
"2996","san benito","2020-05-21","   1","   25","   0","  1","   24","  -1"
"2997","del norte","2020-05-21","   0","   51","   1","  0","   51","   1"
"2998","sonoma","2020-05-21","  35","  871","  49","  8","  836","  41"
"2999","colusa","2020-05-21","   0","   88","   6","  0","   88","   6"
"3000","mono","2020-05-21","   0","   17","   2","  0","   17","   2"
"3001","stanislaus","2020-05-21","  52"," 1369","  82","  8"," 1317","  74"
"3002","contra costa","2020-05-21","  83"," 1628"," 118"," 17"," 1545"," 101"
"3003","solano","2020-05-21","  53","  707","  45"," 13","  654","  32"
"3004","madera","2020-05-21","   0","  528","  18","  0","  528","  18"
"3005","amador","2020-05-21","   0","   51","   1","  0","   51","   1"
"3006","orange","2020-05-21"," 364"," 6993"," 401","130"," 6629"," 271"
"3007","santa cruz","2020-05-21","   5","  397","  14","  1","  392","  13"
"3008","fresno","2020-05-21"," 118"," 2144","  99"," 20"," 2026","  79"
"3009","yuba","2020-05-21","   1","  445","   8","  0","  444","   8"
"3010","kings","2020-05-21","  25","  199","   2","  6","  174","  -4"
"3011","marin","2020-05-21","  33","  390","  18","  0","  357","  18"
"3012","siskiyou","2020-05-21","   0","   65","   4","  0","   65","   4"
"3013","sacramento","2020-05-21"," 107"," 2409"," 108"," 18"," 2302","  90"
"3014","modoc","2020-05-21","   1","   41","   0","  0","   40","   0"
"3015","alameda","2020-05-21"," 239"," 2968"," 114"," 62"," 2729","  52"
"3016","san mateo","2020-05-21","  70"," 1096","  26"," 14"," 1026","  12"
"3017","san francisco","2020-05-21","  80"," 2619"," 103"," 27"," 2539","  76"
"3018","tuolumne","2020-05-21","   0","  151","   2","  0","  151","   2"
"3019","shasta","2020-05-21","   0","  667","   5","  0","  667","   5"
"3020","humboldt","2020-05-21","  16","  352","   5","  3","  336","   2"
"3021","riverside","2020-05-21"," 285"," 4020"," 129"," 82"," 3735","  47"
"3022","san bernardino","2020-05-21"," 224"," 4821"," 225"," 63"," 4597"," 162"
"3023","plumas","2020-05-21","   0","   45","   0","  0","   45","   0"
"3024","glenn","2020-05-21","   0","    0","   0","  0","    0","   0"
"3025","napa","2020-05-21","   1","  387","   0","  2","  386","  -2"
"3026","butte","2020-05-21","   9","  448","  17","  3","  439","  14"
"3027","santa clara","2020-05-21","  99"," 3318"," 167"," 24"," 3219"," 143"
"3028","los angeles","2020-05-21","2105","23620","1199","556","21515"," 643"
"3029","trinity","2020-05-22","   0","   54","   0","  0","   54","   0"
"3030","yuba","2020-05-22","   1","  445","   4","  0","  444","   4"
"3031","madera","2020-05-22","   1","  528","  21","  0","  527","  21"
"3032","imperial","2020-05-22","  77","  210","   9"," 23","  133"," -14"
"3033","san luis obispo","2020-05-22","   3","  469","  21","  2","  466","  19"
"3034","nevada","2020-05-22","   0","  119","   8","  0","  119","   8"
"3035","mariposa","2020-05-22","   0","   30","   0","  0","   30","   0"
"3036","san benito","2020-05-22","   1","   25","   1","  0","   24","   1"
"3037","napa","2020-05-22","   8","  387","   0","  1","  379","  -1"
"3038","yolo","2020-05-22","   0","  186","   7","  0","  186","   7"
"3039","tehama","2020-05-22","   0","  106","   7","  0","  106","   7"
"3040","marin","2020-05-22","   6","  390","  15","  2","  384","  13"
"3041","merced","2020-05-22","   7","  242","   4","  4","  235","   0"
"3042","inyo","2020-05-22","   0","   42","   3","  0","   42","   3"
"3043","el dorado","2020-05-22","   4","  199","   8","  3","  195","   5"
"3044","monterey","2020-05-22","  10","  811"," 104","  4","  801"," 100"
"3045","ventura","2020-05-22","  64"," 1345","  42"," 17"," 1281","  25"
"3046","lake","2020-05-22","   2","  110","   3","  0","  108","   3"
"3047","solano","2020-05-22","  34","  707","  45","  7","  673","  38"
"3048","contra costa","2020-05-22","  41"," 1628"," 113"," 11"," 1587"," 102"
"3049","sutter","2020-05-22","   0","   14","   0","  0","   14","   0"
"3050","sonoma","2020-05-22","  21","  871","  47","  5","  850","  42"
"3051","san mateo","2020-05-22","  52"," 1096","  40"," 14"," 1044","  26"
"3052","stanislaus","2020-05-22","  34"," 1374","  81","  5"," 1340","  76"
"3053","orange","2020-05-22"," 358"," 6993"," 397","145"," 6635"," 252"
"3054","santa cruz","2020-05-22","   5","  397","  11","  1","  392","  10"
"3055","san francisco","2020-05-22","  72"," 2619","  84"," 29"," 2547","  55"
"3056","humboldt","2020-05-22","  17","  352","   3","  2","  335","   1"
"3057","los angeles","2020-05-22","2055","23628","1187","572","21573"," 615"
